PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,BuildingAge,distance_center,nb_use_types,Electricity,SteamUse,NaturalGas,Buildings Consumption,Neighborhood Consumption
Mid-Rise Multifamily,CENTRAL,0.0,6,62538,0,82.0,1872413.0,False,Compliant,13.05,43,4.219362374999508,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
K-12 School,NORTH,1.0,2,23923,0,69.0,805643.5,False,Compliant,19.51,92,5.299075070305997,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,CENTRAL,1.0,3,25200,0,47.0,1748444.25,False,Compliant,37.08,116,4.137804258752077,2,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,CENTRAL,1.0,1,45068,0,100.0,284857.3125,False,Non-Compliant,8.59,76,4.254855636037968,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,CENTRAL,1.0,2,28296,0,80.0,1328461.25,False,Compliant,9.26,60,4.525283343992517,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Other,DOWNTOWN,1.0,5,124260,81900,,1527695.5,False,Compliant,10.65,41,1.2250472158705468,3,True,False,False,low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,Central,1.0,6,71597,0,,1570758.25,False,Compliant,10.95,25,4.7859083888592595,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,CENTRAL,1.0,3,31357,0,55.0,1965075.625,False,Compliant,22.48,24,4.972033107478456,3,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,160000,0,94.0,1157976.5,False,Compliant,8.07,55,3.9817112007644364,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,53550,0,11.0,4590246.5,False,Compliant,174.62,63,4.160754752227804,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,38412,0,62.0,1628540.0,False,Compliant,67.05,99,4.051114090301902,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Self-Storage Facility,GREATER DUWAMISH,1.0,1,25881,0,,545426.375,False,Compliant,3.8,93,4.08736640039117,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,NORTHEAST,1.0,5,91560,0,76.0,2506927.5,False,Compliant,17.48,44,10.117237133273976,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,CENTRAL,1.0,5,23286,0,,941688.875,False,Compliant,6.56,22,5.360938693901071,3,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,4,37456,0,72.0,985966.625,False,Compliant,6.87,34,4.51382461549718,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,EAST,1.0,8,50784,0,63.0,1802805.125,False,Compliant,27.7,60,2.4640458178608737,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
High-Rise Multifamily,EAST,1.0,10,38220,0,40.0,3356932.25,False,Compliant,149.53,63,3.0225593624768248,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,4,35251,0,46.0,798322.375,False,Compliant,5.57,42,4.43818576437874,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1,24291,0,98.0,655422.375,False,Compliant,19.61,70,4.811255491328684,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,36544,0,5.0,1269847.75,False,Compliant,8.85,57,4.7423129616372135,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,NORTH,1.0,4,35456,0,86.0,953432.1875,False,Compliant,22.93,24,5.762451038324711,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,20796,0,,1324092.125,False,Compliant,51.1,74,3.9053776857637987,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,21349,0,70.0,659761.875,False,Compliant,17.04,76,3.955500587098517,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,38630,0,33.0,416885.5938,False,Compliant,2.91,87,4.065827367260799,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,20724,0,,1832031.5,False,Compliant,83.3,73,4.037180204388584,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,1,24109,0,,4747403.5,False,Compliant,33.1,63,3.9494777392093448,2,True,False,False,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Refrigerated Warehouse,GREATER DUWAMISH,1.0,1,25375,0,,4069301.5,False,Compliant,28.37,68,3.89304904780447,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,22803,0,78.0,764094.5,False,Compliant,21.5,38,3.6497785283256974,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mixed Use Property,GREATER DUWAMISH,1.0,1,23100,0,,4323672.0,False,Compliant,157.07,38,3.6497785283256974,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Refrigerated Warehouse,GREATER DUWAMISH,1.0,1,41550,0,94.0,642645.1875,False,Compliant,4.48,72,3.8608697678741164,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,2,54170,0,,5804784.5,False,Compliant,178.35,29,6.769640548712248,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,GREATER DUWAMISH,1.0,2,64493,0,85.0,1989763.875,True,Error - Correct Default Data,28.57,23,6.442300679887776,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,SOUTHEAST,1.0,2,42252,0,49.0,2203758.5,False,Compliant,102.35,111,8.83624954290762,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Self-Storage Facility,GREATER DUWAMISH,1.0,1,23100,0,,863703.0,False,Compliant,13.87,68,8.417664390656723,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Worship Facility,SOUTHEAST,1.0,3,22895,0,96.0,440419.1875,False,Compliant,12.92,42,8.796775847416413,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,GREATER DUWAMISH,1.0,2,54211,17471,100.0,1267463.125,True,Error - Correct Default Data,8.84,21,8.889684467728513,3,True,False,False,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,SOUTHEAST,1.0,3,22170,0,,706879.5,False,Compliant,7.31,102,10.47094178997932,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,SOUTHEAST,1.0,4,21640,0,89.0,592221.0,False,Compliant,4.13,61,10.495657553522014,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,SOUTHEAST,1.0,4,88043,0,82.0,2468322.5,False,Compliant,59.7,13,10.446122218443419,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,SOUTHEAST,1.0,1,41428,0,90.0,1404702.25,True,Error - Correct Default Data,44.27,62,12.068529374724546,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,Northwest,1.0,4,35577,0,55.0,1026041.125,False,Compliant,7.15,40,4.324747199589053,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,4,41474,14084,,823032.375,False,Compliant,5.74,14,3.6122170852320554,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTH,1.0,3,22045,1869,59.0,615327.8125,False,Compliant,4.29,53,5.694778784218228,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,4,37091,0,87.0,793060.875,False,Compliant,5.53,33,6.601698773859816,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTH,0.0,3,30110,0,96.0,522791.0938,False,Compliant,3.64,33,6.487699963649355,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Self-Storage Facility,NORTHEAST,1.0,6,48179,7132,,797170.3125,False,Compliant,12.22,17,6.578122384601727,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,4,25300,0,81.0,646505.1875,False,Compliant,4.51,53,6.772788980112793,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTH,1.0,4,26390,0,,826416.5,False,Compliant,5.76,30,5.775593137309224,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,52325,0,67.0,808968.1875,False,Compliant,18.03,86,3.178763608892694,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,4,20600,0,,270838.5,False,Compliant,9.71,103,3.2307501773270695,4,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,GREATER DUWAMISH,1.0,1,25880,0,100.0,162960.0,False,Compliant,1.14,79,3.521510527701161,1,True,False,False,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,45842,0,99.0,819354.625,False,Compliant,12.55,63,3.5393175544245863,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,1,31365,0,,652991.6875,False,Compliant,5.09,51,3.8649909578293973,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,1,32100,0,,758008.875,False,Compliant,25.77,113,3.659749561884216,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,20520,0,20.0,1167887.75,False,Compliant,40.85,57,3.6904879308118037,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,22972,0,12.0,495481.0,False,Compliant,3.45,78,3.7060166423134064,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,24990,0,80.0,523614.0938,False,Compliant,8.7,70,3.7157852286137603,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,GREATER DUWAMISH,1.0,2,24000,0,,1318947.25,False,Compliant,40.94,72,3.7913142230344987,2,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,100386,0,,3626431.5,False,Compliant,95.93,60,4.012861296178558,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,24354,0,10.0,735907.8125,False,Compliant,17.29,57,4.118733401602925,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,33600,0,58.0,847419.375,False,Compliant,15.35,64,4.18386578353854,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,1,20819,0,,1694930.375,False,Compliant,51.27,49,4.295836680480408,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,23296,0,,1429855.75,False,Compliant,40.01,56,4.25334367937691,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mixed Use Property,GREATER DUWAMISH,1.0,1,35222,0,,1758134.625,False,Compliant,40.42,69,4.213665371628195,7,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Refrigerated Warehouse,GREATER DUWAMISH,1.0,1,25520,0,100.0,1610794.75,False,Compliant,59.0,66,4.515470421778897,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,4,28176,0,98.0,648634.875,False,Compliant,4.52,40,4.040506594612822,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,3,59846,0,72.0,1986556.25,False,Compliant,39.61,22,8.706943473786025,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Senior Care Community,GREATER DUWAMISH,1.0,3,66363,0,91.0,2168701.5,False,Compliant,39.75,22,8.61812534253877,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,3,121635,0,3.0,7308538.0,False,Compliant,160.8,22,8.61812534253877,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,4,22207,0,,628543.0,False,Compliant,15.87,54,4.046763465376966,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,SOUTHEAST,1.0,2,20645,0,,767642.8125,False,Compliant,5.35,70,10.37209009165527,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
